year,quarter,category,state,value
2012,Q2,Workforce - Unemployed,São Paulo,1694
2012,Q2,Workforce - Unemployed,Paraná,298
2012,Q2,Workforce - Unemployed,Santa Catarina,128
2012,Q2,Workforce - Unemployed,Rio Grande do Sul,287
2012,Q2,Workforce - Unemployed,Mato Grosso do Sul,88
2012,Q2,Workforce - Unemployed,Mato Grosso,90
2012,Q2,Workforce - Unemployed,Goiás,170
2012,Q2,Workforce - Unemployed,Distrito Federal,119
2012,Q2,Outside the workforce,Rondônia,451
2012,Q2,Outside the workforce,Acre,215
2012,Q2,Outside the workforce,Amazonas,950
2012,Q2,Outside the workforce,Roraima,116
2012,Q2,Outside the workforce,Pará,2119
2012,Q2,Outside the workforce,Amapá,186
2012,Q2,Outside the workforce,Tocantins,415
2012,Q2,Outside the workforce,Maranhão,2165
2012,Q2,Outside the workforce,Piauí,1059
2012,Q2,Outside the workforce,Ceará,3039
2012,Q2,Outside the workforce,Rio Grande do Norte,1133
2012,Q2,Outside the workforce,Paraíba,1308
2012,Q2,Outside the workforce,Pernambuco,3207
2012,Q2,Outside the workforce,Alagoas,1261
2012,Q2,Outside the workforce,Sergipe,678
2012,Q2,Outside the workforce,Bahia,4256
2012,Q2,Outside the workforce,Minas Gerais,5929
2012,Q2,Outside the workforce,Espírito Santo,1017
2012,Q2,Outside the workforce,Rio de Janeiro,5445
2012,Q2,Outside the workforce,São Paulo,12728
2012,Q2,Outside the workforce,Paraná,3059
2012,Q2,Outside the workforce,Santa Catarina,1811
2012,Q2,Outside the workforce,Rio Grande do Sul,3278
2012,Q2,Outside the workforce,Mato Grosso do Sul,674
2012,Q2,Outside the workforce,Mato Grosso,864
2012,Q2,Outside the workforce,Goiás,1721
2012,Q2,Outside the workforce,Distrito Federal,757
2012,Q3,Workforce - Employed,Rondônia,737
2012,Q3,Workforce - Employed,Acre,300
2012,Q3,Workforce - Employed,Amazonas,1421
2012,Q3,Workforce - Employed,Roraima,178
2012,Q3,Workforce - Employed,Pará,3255
2012,Q3,Workforce - Employed,Amapá,283
2012,Q3,Workforce - Employed,Tocantins,603
2012,Q3,Workforce - Employed,Maranhão,2536
2012,Q3,Workforce - Employed,Piauí,1352
2012,Q3,Workforce - Employed,Ceará,3371
2012,Q3,Workforce - Employed,Rio Grande do Norte,1281
2012,Q3,Workforce - Employed,Paraíba,1516
2012,Q3,Workforce - Employed,Pernambuco,3575
2012,Q3,Workforce - Employed,Alagoas,1061
2012,Q3,Workforce - Employed,Sergipe,879
2012,Q3,Workforce - Employed,Bahia,6175
2012,Q3,Workforce - Employed,Minas Gerais,9659
2012,Q3,Workforce - Employed,Espírito Santo,1787
2012,Q3,Workforce - Employed,Rio de Janeiro,7431
2012,Q3,Workforce - Employed,São Paulo,21054
2012,Q3,Workforce - Employed,Paraná,5366
2012,Q3,Workforce - Employed,Santa Catarina,3345
2012,Q3,Workforce - Employed,Rio Grande do Sul,5434
2012,Q3,Workforce - Employed,Mato Grosso do Sul,1177
2012,Q3,Workforce - Employed,Mato Grosso,1494
2012,Q3,Workforce - Employed,Goiás,3067
2012,Q3,Workforce - Employed,Distrito Federal,1303
2012,Q3,Workforce - Unemployed,Rondônia,46
2012,Q3,Workforce - Unemployed,Acre,25
2012,Q3,Workforce - Unemployed,Amazonas,148
2012,Q3,Workforce - Unemployed,Roraima,14
2012,Q3,Workforce - Unemployed,Pará,248
2012,Q3,Workforce - Unemployed,Amapá,46
2012,Q3,Workforce - Unemployed,Tocantins,47
2012,Q3,Workforce - Unemployed,Maranhão,210
2012,Q3,Workforce - Unemployed,Piauí,88
2012,Q3,Workforce - Unemployed,Ceará,294
2012,Q3,Workforce - Unemployed,Rio Grande do Norte,163
2012,Q3,Workforce - Unemployed,Paraíba,140
2012,Q3,Workforce - Unemployed,Pernambuco,365
2012,Q3,Workforce - Unemployed,Alagoas,137
2012,Q3,Workforce - Unemployed,Sergipe,102
2012,Q3,Workforce - Unemployed,Bahia,740
2012,Q3,Workforce - Unemployed,Minas Gerais,661
2012,Q3,Workforce - Unemployed,Espírito Santo,133
2012,Q3,Workforce - Unemployed,Rio de Janeiro,594
2012,Q3,Workforce - Unemployed,São Paulo,1558
2012,Q3,Workforce - Unemployed,Paraná,260
2012,Q3,Workforce - Unemployed,Santa Catarina,110
2012,Q3,Workforce - Unemployed,Rio Grande do Sul,263
2012,Q3,Workforce - Unemployed,Mato Grosso do Sul,61
2012,Q3,Workforce - Unemployed,Mato Grosso,80
2012,Q3,Workforce - Unemployed,Goiás,159
2012,Q3,Workforce - Unemployed,Distrito Federal,123
2012,Q3,Outside the workforce,Rondônia,459
2012,Q3,Outside the workforce,Acre,220
2012,Q3,Outside the workforce,Amazonas,959
2012,Q3,Outside the workforce,Roraima,109
2012,Q3,Outside the workforce,Pará,2200
2012,Q3,Outside the workforce,Amapá,184
2012,Q3,Outside the workforce,Tocantins,414
2012,Q3,Outside the workforce,Maranhão,2165
2012,Q3,Outside the workforce,Piauí,1055
2012,Q3,Outside the workforce,Ceará,3104
2012,Q3,Outside the workforce,Rio Grande do Norte,1130
2012,Q3,Outside the workforce,Paraíba,1318
2012,Q3,Outside the workforce,Pernambuco,3136
2012,Q3,Outside the workforce,Alagoas,1241
2012,Q3,Outside the workforce,Sergipe,666
2012,Q3,Outside the workforce,Bahia,4300
2012,Q3,Outside the workforce,Minas Gerais,6001
2012,Q3,Outside the workforce,Espírito Santo,1019
2012,Q3,Outside the workforce,Rio de Janeiro,5559
2012,Q3,Outside the workforce,São Paulo,12756
2012,Q3,Outside the workforce,Paraná,3056
2012,Q3,Outside the workforce,Santa Catarina,1854
2012,Q3,Outside the workforce,Rio Grande do Sul,3354
2012,Q3,Outside the workforce,Mato Grosso do Sul,699
2012,Q3,Outside the workforce,Mato Grosso,876
2012,Q3,Outside the workforce,Goiás,1746
2012,Q3,Outside the workforce,Distrito Federal,740
2012,Q4,Workforce - Employed,Rondônia,761
2012,Q4,Workforce - Employed,Acre,306
2012,Q4,Workforce - Employed,Amazonas,1472
2012,Q4,Workforce - Employed,Roraima,179
2012,Q4,Workforce - Employed,Pará,3328
2012,Q4,Workforce - Employed,Amapá,289
2012,Q4,Workforce - Employed,Tocantins,620
2012,Q4,Workforce - Employed,Maranhão,2507
2012,Q4,Workforce - Employed,Piauí,1347
2012,Q4,Workforce - Employed,Ceará,3340
2012,Q4,Workforce - Employed,Rio Grande do Norte,1268
2012,Q4,Workforce - Employed,Paraíba,1492
2012,Q4,Workforce - Employed,Pernambuco,3517
2012,Q4,Workforce - Employed,Alagoas,1097
2012,Q4,Workforce - Employed,Sergipe,920
2012,Q4,Workforce - Employed,Bahia,6089
2012,Q4,Workforce - Employed,Minas Gerais,9607
2012,Q4,Workforce - Employed,Espírito Santo,1805
2012,Q4,Workforce - Employed,Rio de Janeiro,7498
2012,Q4,Workforce - Employed,São Paulo,21079
2012,Q4,Workforce - Employed,Paraná,5380
2012,Q4,Workforce - Employed,Santa Catarina,3351
2012,Q4,Workforce - Employed,Rio Grande do Sul,5506
2012,Q4,Workforce - Employed,Mato Grosso do Sul,1193
2012,Q4,Workforce - Employed,Mato Grosso,1509
2012,Q4,Workforce - Employed,Goiás,3076
2012,Q4,Workforce - Employed,Distrito Federal,1319
2012,Q4,Workforce - Unemployed,Rondônia,42
2012,Q4,Workforce - Unemployed,Acre,27
2012,Q4,Workforce - Unemployed,Amazonas,134
2012,Q4,Workforce - Unemployed,Roraima,16
2012,Q4,Workforce - Unemployed,Pará,242
2012,Q4,Workforce - Unemployed,Amapá,39
2012,Q4,Workforce - Unemployed,Tocantins,51
2012,Q4,Workforce - Unemployed,Maranhão,203
2012,Q4,Workforce - Unemployed,Piauí,100
2012,Q4,Workforce - Unemployed,Ceará,270
2012,Q4,Workforce - Unemployed,Rio Grande do Norte,165
2012,Q4,Workforce - Unemployed,Paraíba,148
2012,Q4,Workforce - Unemployed,Pernambuco,355
2012,Q4,Workforce - Unemployed,Alagoas,135
2012,Q4,Workforce - Unemployed,Sergipe,97
2012,Q4,Workforce - Unemployed,Bahia,736
2012,Q4,Workforce - Unemployed,Minas Gerais,637
2012,Q4,Workforce - Unemployed,Espírito Santo,129
2012,Q4,Workforce - Unemployed,Rio de Janeiro,543
2012,Q4,Workforce - Unemployed,São Paulo,1527
2012,Q4,Workforce - Unemployed,Paraná,245
2012,Q4,Workforce - Unemployed,Santa Catarina,92
2012,Q4,Workforce - Unemployed,Rio Grande do Sul,249
2012,Q4,Workforce - Unemployed,Mato Grosso do Sul,62
2012,Q4,Workforce - Unemployed,Mato Grosso,73
2012,Q4,Workforce - Unemployed,Goiás,165
2012,Q4,Workforce - Unemployed,Distrito Federal,127
2012,Q4,Outside the workforce,Rondônia,434
2012,Q4,Outside the workforce,Acre,217
2012,Q4,Outside the workforce,Amazonas,936
2012,Q4,Outside the workforce,Roraima,107
2012,Q4,Outside the workforce,Pará,2192
2012,Q4,Outside the workforce,Amapá,186
2012,Q4,Outside the workforce,Tocantins,409
2012,Q4,Outside the workforce,Maranhão,2229
2012,Q4,Outside the workforce,Piauí,1061
2012,Q4,Outside the workforce,Ceará,3185
2012,Q4,Outside the workforce,Rio Grande do Norte,1146
2012,Q4,Outside the workforce,Paraíba,1350
2012,Q4,Outside the workforce,Pernambuco,3257
2012,Q4,Outside the workforce,Alagoas,1224
2012,Q4,Outside the workforce,Sergipe,654
2012,Q4,Outside the workforce,Bahia,4382
2012,Q4,Outside the workforce,Minas Gerais,6141
2012,Q4,Outside the workforce,Espírito Santo,1032
2012,Q4,Outside the workforce,Rio de Janeiro,5564
2012,Q4,Outside the workforce,São Paulo,12827
2012,Q4,Outside the workforce,Paraná,3120
2012,Q4,Outside the workforce,Santa Catarina,1906
2012,Q4,Outside the workforce,Rio Grande do Sul,3317
2012,Q4,Outside the workforce,Mato Grosso do Sul,676
2012,Q4,Outside the workforce,Mato Grosso,878
2012,Q4,Outside the workforce,Goiás,1792
2012,Q4,Outside the workforce,Distrito Federal,736
2013,Q1,Workforce - Employed,Rondônia,741
2013,Q1,Workforce - Employed,Acre,294
2013,Q1,Workforce - Employed,Amazonas,1456
2013,Q1,Workforce - Employed,Roraima,175
2013,Q1,Workforce - Employed,Pará,3343
2013,Q1,Workforce - Employed,Amapá,281
2013,Q1,Workforce - Employed,Tocantins,593
2013,Q1,Workforce - Employed,Maranhão,2468
2013,Q1,Workforce - Employed,Piauí,1332
2013,Q1,Workforce - Employed,Ceará,3311
2013,Q1,Workforce - Employed,Rio Grande do Norte,1246
2013,Q1,Workforce - Employed,Paraíba,1483
2013,Q1,Workforce - Employed,Pernambuco,3419
2013,Q1,Workforce - Employed,Alagoas,1086
2013,Q1,Workforce - Employed,Sergipe,887
2013,Q1,Workforce - Employed,Bahia,5869
2013,Q1,Workforce - Employed,Minas Gerais,9424
2013,Q1,Workforce - Employed,Espírito Santo,1780
2013,Q1,Workforce - Employed,Rio de Janeiro,7474
2013,Q1,Workforce - Employed,São Paulo,21017
2013,Q1,Workforce - Employed,Paraná,5379
2013,Q1,Workforce - Employed,Santa Catarina,3328
2013,Q1,Workforce - Employed,Rio Grande do Sul,5526
2013,Q1,Workforce - Employed,Mato Grosso do Sul,1180
2013,Q1,Workforce - Employed,Mato Grosso,1516
2013,Q1,Workforce - Employed,Goiás,3074
2013,Q1,Workforce - Employed,Distrito Federal,1315
2013,Q1,Workforce - Unemployed,Rondônia,48
2013,Q1,Workforce - Unemployed,Acre,36
2013,Q1,Workforce - Unemployed,Amazonas,166
2013,Q1,Workforce - Unemployed,Roraima,17
2013,Q1,Workforce - Unemployed,Pará,282
2013,Q1,Workforce - Unemployed,Amapá,36
2013,Q1,Workforce - Unemployed,Tocantins,61
2013,Q1,Workforce - Unemployed,Maranhão,254
2013,Q1,Workforce - Unemployed,Piauí,121
2013,Q1,Workforce - Unemployed,Ceará,320
2013,Q1,Workforce - Unemployed,Rio Grande do Norte,171
2013,Q1,Workforce - Unemployed,Paraíba,154
2013,Q1,Workforce - Unemployed,Pernambuco,405
2013,Q1,Workforce - Unemployed,Alagoas,150
2013,Q1,Workforce - Unemployed,Sergipe,115
2013,Q1,Workforce - Unemployed,Bahia,894
2013,Q1,Workforce - Unemployed,Minas Gerais,757
2013,Q1,Workforce - Unemployed,Espírito Santo,150
2013,Q1,Workforce - Unemployed,Rio de Janeiro,582
2013,Q1,Workforce - Unemployed,São Paulo,1758
2013,Q1,Workforce - Unemployed,Paraná,275
2013,Q1,Workforce - Unemployed,Santa Catarina,125
2013,Q1,Workforce - Unemployed,Rio Grande do Sul,312
2013,Q1,Workforce - Unemployed,Mato Grosso do Sul,59
2013,Q1,Workforce - Unemployed,Mato Grosso,92
2013,Q1,Workforce - Unemployed,Goiás,223
2013,Q1,Workforce - Unemployed,Distrito Federal,141
2013,Q1,Outside the workforce,Rondônia,460
2013,Q1,Outside the workforce,Acre,220
2013,Q1,Outside the workforce,Amazonas,938
2013,Q1,Outside the workforce,Roraima,115
2013,Q1,Outside the workforce,Pará,2194
2013,Q1,Outside the workforce,Amapá,208
2013,Q1,Outside the workforce,Tocantins,428
2013,Q1,Outside the workforce,Maranhão,2234
2013,Q1,Outside the workforce,Piauí,1050
2013,Q1,Outside the workforce,Ceará,3177
2013,Q1,Outside the workforce,Rio Grande do Norte,1166
2013,Q1,Outside the workforce,Paraíba,1367
2013,Q1,Outside the workforce,Pernambuco,3295
2013,Q1,Outside the workforce,Alagoas,1225
2013,Q1,Outside the workforce,Sergipe,673
2013,Q1,Outside the workforce,Bahia,4453
2013,Q1,Outside the workforce,Minas Gerais,6239
2013,Q1,Outside the workforce,Espírito Santo,1052
2013,Q1,Outside the workforce,Rio de Janeiro,5610
2013,Q1,Outside the workforce,São Paulo,12863
2013,Q1,Outside the workforce,Paraná,3128
2013,Q1,Outside the workforce,Santa Catarina,1910
2013,Q1,Outside the workforce,Rio Grande do Sul,3284
2013,Q1,Outside the workforce,Mato Grosso do Sul,706
2013,Q1,Outside the workforce,Mato Grosso,875
2013,Q1,Outside the workforce,Goiás,1746
2013,Q1,Outside the workforce,Distrito Federal,753
2013,Q2,Workforce - Employed,Rondônia,757
2013,Q2,Workforce - Employed,Acre,296
2013,Q2,Workforce - Employed,Amazonas,1465
2013,Q2,Workforce - Employed,Roraima,182
2013,Q2,Workforce - Employed,Pará,3329
2013,Q2,Workforce - Employed,Amapá,278
2013,Q2,Workforce - Employed,Tocantins,602
2013,Q2,Workforce - Employed,Maranhão,2438
2013,Q2,Workforce - Employed,Piauí,1358
2013,Q2,Workforce - Employed,Ceará,3389
2013,Q2,Workforce - Employed,Rio Grande do Norte,1266
2013,Q2,Workforce - Employed,Paraíba,1527
2013,Q2,Workforce - Employed,Pernambuco,3450
2013,Q2,Workforce - Employed,Alagoas,1105
2013,Q2,Workforce - Employed,Sergipe,890
2013,Q2,Workforce - Employed,Bahia,5954
2013,Q2,Workforce - Employed,Minas Gerais,9711
2013,Q2,Workforce - Employed,Espírito Santo,1805
2013,Q2,Workforce - Employed,Rio de Janeiro,7483
2013,Q2,Workforce - Employed,São Paulo,21288
2013,Q2,Workforce - Employed,Paraná,5447
2013,Q2,Workforce - Employed,Santa Catarina,3333
2013,Q2,Workforce - Employed,Rio Grande do Sul,5572
2013,Q2,Workforce - Employed,Mato Grosso do Sul,1206
2013,Q2,Workforce - Employed,Mato Grosso,1546
2013,Q2,Workforce - Employed,Goiás,3080
2013,Q2,Workforce - Employed,Distrito Federal,1340
2013,Q2,Workforce - Unemployed,Rondônia,38
2013,Q2,Workforce - Unemployed,Acre,31
2013,Q2,Workforce - Unemployed,Amazonas,165
2013,Q2,Workforce - Unemployed,Roraima,17
2013,Q2,Workforce - Unemployed,Pará,273
2013,Q2,Workforce - Unemployed,Amapá,46
2013,Q2,Workforce - Unemployed,Tocantins,54
2013,Q2,Workforce - Unemployed,Maranhão,248
2013,Q2,Workforce - Unemployed,Piauí,110
2013,Q2,Workforce - Unemployed,Ceará,310
2013,Q2,Workforce - Unemployed,Rio Grande do Norte,152
2013,Q2,Workforce - Unemployed,Paraíba,149
2013,Q2,Workforce - Unemployed,Pernambuco,366
2013,Q2,Workforce - Unemployed,Alagoas,131
2013,Q2,Workforce - Unemployed,Sergipe,111
2013,Q2,Workforce - Unemployed,Bahia,793
2013,Q2,Workforce - Unemployed,Minas Gerais,726
2013,Q2,Workforce - Unemployed,Espírito Santo,149
2013,Q2,Workforce - Unemployed,Rio de Janeiro,555
2013,Q2,Workforce - Unemployed,São Paulo,1702
2013,Q2,Workforce - Unemployed,Paraná,257
2013,Q2,Workforce - Unemployed,Santa Catarina,118
2013,Q2,Workforce - Unemployed,Rio Grande do Sul,264
2013,Q2,Workforce - Unemployed,Mato Grosso do Sul,63
2013,Q2,Workforce - Unemployed,Mato Grosso,73
2013,Q2,Workforce - Unemployed,Goiás,187
2013,Q2,Workforce - Unemployed,Distrito Federal,135
2013,Q2,Outside the workforce,Rondônia,460
2013,Q2,Outside the workforce,Acre,229
2013,Q2,Outside the workforce,Amazonas,932
2013,Q2,Outside the workforce,Roraima,112
2013,Q2,Outside the workforce,Pará,2234
2013,Q2,Outside the workforce,Amapá,212
2013,Q2,Outside the workforce,Tocantins,434
2013,Q2,Outside the workforce,Maranhão,2263
2013,Q2,Outside the workforce,Piauí,1047
2013,Q2,Outside the workforce,Ceará,3131
2013,Q2,Outside the workforce,Rio Grande do Norte,1172
2013,Q2,Outside the workforce,Paraíba,1314
2013,Q2,Outside the workforce,Pernambuco,3334
2013,Q2,Outside the workforce,Alagoas,1219
2013,Q2,Outside the workforce,Sergipe,685
2013,Q2,Outside the workforce,Bahia,4468
2013,Q2,Outside the workforce,Minas Gerais,6022
2013,Q2,Outside the workforce,Espírito Santo,1044
2013,Q2,Outside the workforce,Rio de Janeiro,5632
2013,Q2,Outside the workforce,São Paulo,12636
2013,Q2,Outside the workforce,Paraná,3063
2013,Q2,Outside the workforce,Santa Catarina,1932
2013,Q2,Outside the workforce,Rio Grande do Sul,3312
2013,Q2,Outside the workforce,Mato Grosso do Sul,685
2013,Q2,Outside the workforce,Mato Grosso,866
2013,Q2,Outside the workforce,Goiás,1792
2013,Q2,Outside the workforce,Distrito Federal,733
2013,Q3,Workforce - Employed,Rondônia,744
2013,Q3,Workforce - Employed,Acre,299
2013,Q3,Workforce - Employed,Amazonas,1470
2013,Q3,Workforce - Employed,Roraima,190
2013,Q3,Workforce - Employed,Pará,3295
2013,Q3,Workforce - Employed,Amapá,293
2013,Q3,Workforce - Employed,Tocantins,607
2013,Q3,Workforce - Employed,Maranhão,2461
2013,Q3,Workforce - Employed,Piauí,1341
2013,Q3,Workforce - Employed,Ceará,3423
2013,Q3,Workforce - Employed,Rio Grande do Norte,1300
2013,Q3,Workforce - Employed,Paraíba,1515
2013,Q3,Workforce - Employed,Pernambuco,3548
2013,Q3,Workforce - Employed,Alagoas,1117
2013,Q3,Workforce - Employed,Sergipe,907
2013,Q3,Workforce - Employed,Bahia,6059
2013,Q3,Workforce - Employed,Minas Gerais,9746
2013,Q3,Workforce - Employed,Espírito Santo,1838
2013,Q3,Workforce - Employed,Rio de Janeiro,7523
2013,Q3,Workforce - Employed,São Paulo,21335
2013,Q3,Workforce - Employed,Paraná,5473
2013,Q3,Workforce - Employed,Santa Catarina,3300
2013,Q3,Workforce - Employed,Rio Grande do Sul,5613
2013,Q3,Workforce - Employed,Mato Grosso do Sul,1223
2013,Q3,Workforce - Employed,Mato Grosso,1575
2013,Q3,Workforce - Employed,Goiás,3122
2013,Q3,Workforce - Employed,Distrito Federal,1389
2013,Q3,Workforce - Unemployed,Rondônia,35
2013,Q3,Workforce - Unemployed,Acre,29
2013,Q3,Workforce - Unemployed,Amazonas,134
2013,Q3,Workforce - Unemployed,Roraima,16
2013,Q3,Workforce - Unemployed,Pará,273
2013,Q3,Workforce - Unemployed,Amapá,36
2013,Q3,Workforce - Unemployed,Tocantins,40
2013,Q3,Workforce - Unemployed,Maranhão,196
2013,Q3,Workforce - Unemployed,Piauí,108
2013,Q3,Workforce - Unemployed,Ceará,264
2013,Q3,Workforce - Unemployed,Rio Grande do Norte,146
2013,Q3,Workforce - Unemployed,Paraíba,140
2013,Q3,Workforce - Unemployed,Pernambuco,325
2013,Q3,Workforce - Unemployed,Alagoas,130
2013,Q3,Workforce - Unemployed,Sergipe,101
2013,Q3,Workforce - Unemployed,Bahia,718
2013,Q3,Workforce - Unemployed,Minas Gerais,652
2013,Q3,Workforce - Unemployed,Espírito Santo,142
2013,Q3,Workforce - Unemployed,Rio de Janeiro,550
2013,Q3,Workforce - Unemployed,São Paulo,1677
2013,Q3,Workforce - Unemployed,Paraná,237
2013,Q3,Workforce - Unemployed,Santa Catarina,95
2013,Q3,Workforce - Unemployed,Rio Grande do Sul,283
2013,Q3,Workforce - Unemployed,Mato Grosso do Sul,56
2013,Q3,Workforce - Unemployed,Mato Grosso,63
2013,Q3,Workforce - Unemployed,Goiás,170
2013,Q3,Workforce - Unemployed,Distrito Federal,135
2013,Q3,Outside the workforce,Rondônia,477
2013,Q3,Outside the workforce,Acre,236
2013,Q3,Outside the workforce,Amazonas,979
2013,Q3,Outside the workforce,Roraima,106
2013,Q3,Outside the workforce,Pará,2334
2013,Q3,Outside the workforce,Amapá,206
